UniqueID,disbursed_amount,asset_cost,ltv,branch_id,supplier_id,manufacturer_id,Current_pincode_ID,Date.of.Birth,Employment.Type,DisbursalDate,State_ID,loan_default
524353,51303,68050,76.41,67,22775,120,1446,01-07-1971,Self employed,21-09-2018,6,0
517709,46869,78881,62.12,7,20473,86,5776,01-01-1989,Salaried,19-09-2018,3,0
556143,51078,75018,70.65,1,15617,45,5041,01-01-1987,Salaried,03-10-2018,3,0
612373,58013,69465,84.93,165,24685,86,6497,17-06-1996,Salaried,24-10-2018,5,0
521382,65669,75726,87.82,136,14189,86,3773,10-07-1986,Self employed,20-09-2018,8,0
459695,48349,67800,73.75,160,24119,51,571,16-12-1990,Self employed,23-08-2018,15,0
548243,53413,69362,79.87,120,22304,45,6926,01-03-1976,Self employed,29-09-2018,12,0
570462,48745,73770,67.24,251,22993,51,6878,31-10-1977,Self employed,11-10-2018,13,1
477212,49303,70755,72.08,11,23888,49,5949,04-04-1996,Self employed,30-08-2018,3,0
541260,47349,76540,64.02,29,24603,45,5865,01-11-1986,Self employed,27-09-2018,3,1
529964,55909,69872,84.44,5,14347,86,3392,10-11-1966,Self employed,23-09-2018,9,0
465873,52503,63300,85.31,67,23026,86,1577,01-01-1981,Salaried,27-08-2018,6,0
620118,44349,62165,74,20,23496,45,6192,22-10-1961,Self employed,25-10-2018,5,0
595629,167907,200000,85.2,2,24032,67,1713,09-07-1992,Self employed,21-10-2018,4,0
551485,39439,54500,73.39,16,22017,51,3037,01-01-1992,Salaried,30-09-2018,17,0
519671,59947,70813,86.14,146,18473,86,2946,01-01-1989,Self employed,19-09-2018,14,1
600432,43394,73476,61.24,10,23220,45,5666,09-04-1994,Self employed,22-10-2018,3,0
498725,63588,78848,82.44,2,14716,86,1624,28-09-1980,Salaried,10-09-2018,4,0
626631,79686,96311,84.1,2,24378,86,1676,03-02-1976,Self employed,26-10-2018,4,1
651225,51978,73466,73.37,11,23929,45,5993,01-01-1990,Self employed,31-10-2018,3,1
600450,45349,71262,64.55,147,17285,86,2786,01-01-1980,Salaried,22-10-2018,2,0
448939,51353,65216,84.34,5,18130,86,3367,05-06-1986,Self employed,20-08-2018,9,0
597255,51303,77056,68.78,19,22857,86,1896,28-08-1995,Salaried,22-10-2018,4,0
654034,66044,86582,77.96,78,23135,86,2448,01-06-1991,Salaried,31-10-2018,4,1
646835,68632,78376,89.31,64,24364,86,3454,25-05-1994,Self employed,31-10-2018,9,1
462036,51303,64935,80.08,146,14142,45,2941,01-01-1975,Self employed,24-08-2018,17,1
463209,46013,62342,75.71,18,22927,45,2691,17-05-1988,Self employed,25-08-2018,4,0
460171,52078,65447,82.51,202,23321,86,727,01-01-1976,Salaried,23-08-2018,18,1
521173,51353,66857,82.27,5,23643,86,3313,29-12-1994,Salaried,20-09-2018,9,0
556147,40794,77688,54.06,67,18166,86,1509,01-07-1987,Self employed,03-10-2018,6,0
481453,53394,63598,89.86,19,15685,86,1867,01-06-1989,Self employed,31-08-2018,4,0
583407,49349,66000,75.76,2,24211,45,1656,02-08-1993,Salaried,16-10-2018,4,1
570040,61803,71356,88.09,121,21043,86,3612,05-02-1986,Self employed,11-10-2018,9,0
571094,26029,49500,54.55,43,24036,48,3992,23-08-1989,Self employed,12-10-2018,8,0
619274,48849,76000,65.79,2,14834,86,1690,01-06-1961,Self employed,25-10-2018,4,0
543723,70123,108280,66.49,7,23091,51,5805,28-03-1992,Self employed,28-09-2018,3,0
456982,45389,65012,73.83,18,14234,86,2684,28-12-1995,Salaried,22-08-2018,4,0
580167,52703,68265,79.1,67,22775,120,1518,01-01-1980,Salaried,15-10-2018,6,0
617924,50078,58800,88.44,61,18207,86,1353,01-06-1976,Salaried,25-10-2018,6,0
550714,62562,116757,56.53,1,15617,45,4990,31-10-1986,Salaried,29-09-2018,3,0
420957,45711,65709,73.89,19,15685,86,1873,23-08-1989,Self employed,04-08-2018,4,0
431472,27529,44490,65.18,11,22664,51,5632,22-08-1998,,10-08-2018,3,0
468453,97203,178713,55.8,254,21251,48,6734,15-12-1991,Self employed,28-08-2018,13,0
553311,49803,61099,84.29,19,15357,45,1829,25-01-1964,Self employed,30-09-2018,4,0
467653,58259,77530,76.1,16,23940,51,2989,01-01-1975,,28-08-2018,14,0
500880,62213,73385,87.21,138,20470,86,3361,01-04-1992,Self employed,12-09-2018,9,1
494975,61213,77837,79.65,136,24046,51,3700,10-10-1960,Self employed,07-09-2018,8,1
633714,35639,75742,49.11,65,16166,48,6801,01-10-1984,Self employed,28-10-2018,13,0
600165,44909,83569,56.24,7,24068,45,5814,12-10-1988,Self employed,22-10-2018,3,0
587636,66169,78925,84.89,162,23833,86,1849,28-04-1979,Self employed,19-10-2018,4,0
652111,45750,52615,89.71,15,14441,45,298,26-01-1970,Self employed,31-10-2018,11,0
436721,52703,60625,89.07,67,22727,45,1515,02-02-1996,Salaried,13-08-2018,6,0
435117,54803,63592,89.63,5,14145,86,3323,15-03-1994,Salaried,13-08-2018,9,0
453761,47849,59122,83.73,160,15974,86,97,01-01-1980,Salaried,21-08-2018,16,0
540588,56013,65130,89.05,250,22978,45,1543,16-03-1972,Salaried,27-09-2018,6,0
479525,43394,66052,68.13,74,16646,86,2578,08-07-1981,Salaried,30-08-2018,4,0
651200,54009,70107,79.16,5,17980,86,3363,05-05-1994,Salaried,31-10-2018,9,0
515475,62957,82253,79.75,20,23345,145,6153,19-04-1993,Salaried,18-09-2018,5,0
534589,37439,67599,56.21,20,14004,86,6238,07-06-1992,Self employed,25-09-2018,5,0
550488,44394,57869,77.76,20,23010,45,6275,14-09-1984,Salaried,29-09-2018,5,0
634650,48549,68739,72.74,5,18089,86,3327,17-07-1997,Salaried,28-10-2018,9,0
522590,56313,78881,76.06,7,18714,86,5794,02-06-1996,Self employed,20-09-2018,3,0
499019,65169,75952,88.21,257,23824,86,936,01-01-1984,Self employed,11-09-2018,6,0
551873,45685,65393,73.4,20,18110,86,6279,11-04-1987,Self employed,30-09-2018,5,0
561765,32484,78761,43.17,1,22905,51,6102,01-01-1969,Self employed,08-10-2018,3,0
458958,45829,58450,79.73,72,24304,45,276,10-04-1995,Salaried,23-08-2018,11,0
459751,62813,83909,76.15,136,18155,48,3848,20-02-1972,Salaried,23-08-2018,8,0
596540,52303,65610,82.3,34,18680,45,1019,12-05-1964,Salaried,21-10-2018,6,0
437705,56759,65412,89.43,19,14375,86,1880,15-02-1974,Self employed,14-08-2018,4,0
570528,89143,121000,74.96,43,23905,48,4027,29-08-1981,Salaried,11-10-2018,8,0
644768,52078,65135,81.37,48,23301,45,6337,02-03-1987,Self employed,30-10-2018,5,1
634771,37221,74193,52.55,9,16430,45,5384,02-03-1974,Salaried,28-10-2018,3,0
523676,52178,66572,80.66,67,18166,86,1509,26-05-1985,Salaried,20-09-2018,6,0
620258,60847,69125,89.69,135,22239,45,1794,01-04-1983,Self employed,25-10-2018,4,1
443244,51278,73200,72.68,120,18729,51,6927,01-01-1976,Self employed,17-08-2018,12,1
468867,66769,88600,79.01,136,23310,48,3755,03-09-1995,Self employed,28-08-2018,8,0
437752,46369,61425,79.77,3,22992,45,580,01-01-1972,Salaried,14-08-2018,15,0
575786,54531,66500,84.99,147,17255,45,2782,15-05-1989,Self employed,13-10-2018,2,0
434485,40892,63892,65.74,20,23945,49,6155,10-06-1989,Salaried,11-08-2018,5,0
528261,32761,65087,53.77,160,18535,86,95,12-01-1972,Self employed,22-09-2018,16,0
544408,48578,70609,71.52,120,21514,51,6926,01-01-1988,Self employed,28-09-2018,12,0
649875,55259,76000,75,1,13131,49,5060,07-07-1996,,31-10-2018,3,0
442327,64382,89900,73.41,48,18265,48,6290,01-01-1980,Salaried,16-08-2018,5,0
523797,31984,68600,48.1,42,23709,51,5229,12-01-1977,Self employed,20-09-2018,3,0
456603,48349,65579,74.72,16,21003,86,2956,01-01-1986,Self employed,22-08-2018,14,1
621719,53578,74747,72.91,9,14015,45,5376,09-04-1996,Self employed,25-10-2018,3,1
590504,53303,65950,83.4,34,18680,45,1003,01-01-1971,Salaried,20-10-2018,6,0
630012,112463,172309,67.9,1,12797,67,4927,12-08-1984,Self employed,27-10-2018,3,1
589976,43394,71710,62.75,18,13968,45,2690,24-04-1976,Self employed,20-10-2018,4,0
471917,59687,101439,62.11,251,24161,48,6875,24-01-1994,Self employed,29-08-2018,13,0
521779,63713,79973,81.28,159,24485,86,7321,10-11-1976,Self employed,20-09-2018,7,0
556895,54039,80582,70,36,23113,86,6564,01-03-1980,Salaried,04-10-2018,13,1
569526,53031,69057,79.93,162,16555,51,1869,17-09-1973,Self employed,11-10-2018,4,1
632243,46349,68761,69.81,48,18371,86,6383,26-05-1976,Self employed,27-10-2018,5,0
580316,81833,110987,74.96,147,23641,51,2790,05-06-1994,Salaried,15-10-2018,2,1
636360,58707,77426,81.37,8,15304,45,5610,21-03-1998,,29-10-2018,3,0
454344,41142,73948,58.99,36,18459,86,6642,25-07-1995,Salaried,21-08-2018,13,0
501553,33919,50725,70.97,3,16277,45,574,03-02-1988,Self employed,12-09-2018,15,0
545396,28029,69503,42.44,104,23125,51,7128,10-12-1991,Self employed,28-09-2018,10,0
590251,39394,66138,61.99,2,22561,45,2378,03-09-1984,Salaried,20-10-2018,4,0
604939,48845,68450,73.05,18,22601,48,2722,04-12-1982,Self employed,23-10-2018,4,0
586728,48349,72945,67.17,5,20973,120,3323,10-02-1977,Self employed,18-10-2018,9,0
541579,58907,71129,85,5,14145,86,3349,01-01-1965,Salaried,27-09-2018,9,1
633913,58013,103823,57.79,65,16166,48,6818,01-10-1965,Salaried,28-10-2018,13,1
571718,53078,68672,78.63,105,22874,86,1258,18-09-1989,Self employed,12-10-2018,6,0
514266,36439,56954,66.72,257,23824,86,938,02-01-1975,Salaried,18-09-2018,6,0
612086,48649,65635,75.11,1,22452,45,5108,01-01-1984,Self employed,24-10-2018,3,0
459083,44909,61098,78.56,160,15974,86,92,16-05-1995,Salaried,23-08-2018,16,0
638009,53303,71208,75.83,48,18373,49,6378,05-09-1992,Salaried,29-10-2018,5,0
557513,57259,68302,84.92,2,23908,86,2377,01-11-1980,Salaried,04-10-2018,4,0
576927,60947,156806,39.54,7,24511,49,5787,01-09-1995,Self employed,14-10-2018,3,0
440629,50303,69282,75.06,79,23373,45,730,30-07-1990,Self employed,16-08-2018,18,0
527760,73017,107366,69.39,36,22957,51,6558,01-01-1996,Self employed,22-09-2018,13,0
566823,46349,70000,68.57,103,23750,51,7175,31-12-1984,Self employed,10-10-2018,7,0
538125,47145,60742,80.67,19,23213,45,1896,20-06-1993,Salaried,26-09-2018,4,1
446978,53078,64302,85.53,120,18643,86,6944,01-01-1982,Self employed,18-08-2018,12,0
635932,58947,78000,78.21,152,14606,45,5149,12-07-1994,Self employed,29-10-2018,3,0
422656,42994,64998,69.23,130,23352,120,1061,01-01-1971,Self employed,06-08-2018,6,0
457224,64914,91870,74.45,85,17143,48,1935,15-06-1998,,22-08-2018,4,0
482804,54659,68195,82.12,16,14305,86,3000,15-08-1988,Self employed,31-08-2018,14,1
514074,63247,72000,90,2,14975,86,1649,27-04-1996,Salaried,18-09-2018,4,1
433989,49038,66801,77.84,162,22748,49,1869,27-09-1979,Self employed,11-08-2018,4,0
593204,47749,71800,68.25,67,18166,86,1446,10-05-1993,Salaried,21-10-2018,6,0
459738,52803,66717,81.69,16,21980,86,2998,01-01-1986,Salaried,23-08-2018,14,0
473626,52078,67990,79.42,77,18238,120,2340,01-06-1981,Salaried,29-08-2018,4,0
465921,39394,56361,72.75,3,21413,51,81,01-06-1988,Salaried,27-08-2018,1,0
465603,45175,58664,80.12,34,20520,45,1045,26-06-1996,Salaried,26-08-2018,6,0
457311,47349,60650,79.14,3,16277,45,576,01-01-1981,Salaried,22-08-2018,15,0
652303,35439,45139,79.75,14,24760,51,825,12-07-1989,Self employed,31-10-2018,15,1
582214,52203,62138,85.13,257,23796,45,936,22-06-1995,Salaried,16-10-2018,6,0
536793,52303,70620,76.47,36,21626,86,6536,01-10-1990,Self employed,25-09-2018,13,0
437837,52703,69675,77.5,67,22986,86,1450,14-08-1985,Salaried,14-08-2018,6,0
636597,58276,76810,79.48,78,18404,86,2462,02-06-1975,Salaried,29-10-2018,4,0
610025,52303,67000,79.1,136,24339,51,3723,04-04-1972,Self employed,24-10-2018,8,1
503329,56089,69353,84.35,48,24124,51,6353,15-05-1994,Salaried,13-09-2018,5,1
612546,64036,92256,73.92,78,17962,48,2054,01-01-1991,Self employed,24-10-2018,4,0
475635,28984,38241,79.76,257,24360,51,939,01-01-1976,Salaried,30-08-2018,6,0
555045,54303,85216,64.54,136,18087,86,3696,15-04-1978,Self employed,03-10-2018,8,0
572966,55170,68170,86.65,70,16760,45,2409,31-03-1971,Self employed,12-10-2018,4,0
625450,67102,76519,89.81,73,21206,86,292,02-06-1991,Salaried,26-10-2018,11,0
601075,33884,72784,47.68,147,17551,86,2782,01-01-1985,Salaried,22-10-2018,2,1
486736,44369,63007,76.18,103,18823,86,6980,21-03-1984,Self employed,03-09-2018,7,0
436098,53213,69100,79.88,8,23486,49,5269,01-01-1983,Salaried,13-08-2018,3,0
606621,45645,62489,75.21,70,16759,45,2408,22-12-1994,Salaried,23-10-2018,4,0
566957,37439,51003,74.51,159,23557,51,7200,15-02-1990,Self employed,10-10-2018,7,0
453395,50428,73756,73.21,152,20294,86,5153,19-02-1985,Self employed,21-08-2018,3,0
439243,44749,62189,74.61,34,15271,86,988,17-05-1970,Salaried,14-08-2018,6,0
520047,65882,75200,89.76,135,23746,86,1794,10-01-1982,Salaried,20-09-2018,4,0
530690,62501,75500,85,2,14834,86,2378,02-01-1987,Salaried,23-09-2018,4,0
481476,54259,81653,68.58,20,14004,86,6282,04-11-1992,Self employed,31-08-2018,5,1
505768,26821,75457,37.11,120,22936,86,6908,13-09-1968,Self employed,14-09-2018,12,0
428354,51303,71500,74.13,34,23084,120,983,01-01-1979,Self employed,08-08-2018,6,0
420536,53003,69750,78.14,16,21124,86,2987,01-01-1991,Salaried,03-08-2018,14,0
522470,55409,70401,81.53,147,17223,86,2798,10-11-1962,Self employed,20-09-2018,2,0
455647,61213,73473,84.38,5,14293,86,3428,25-10-1986,Self employed,22-08-2018,9,0
652514,45466,75738,62.61,42,15309,45,5228,04-09-1994,Salaried,31-10-2018,3,0
642326,47349,72973,67.15,9,22537,45,5431,01-01-1972,Self employed,30-10-2018,3,0
551078,55563,77324,77.6,36,22286,86,6689,01-01-1971,Salaried,30-09-2018,13,0
581423,93630,157923,62.06,152,12374,49,5150,21-03-1996,Salaried,16-10-2018,3,0
589601,39342,51831,79.99,85,23881,48,1979,01-06-1987,Self employed,20-10-2018,4,1
452562,45349,55668,84.43,147,17224,45,2782,16-05-1985,Salaried,21-08-2018,2,0
521824,62233,76413,83.1,76,17399,86,4493,03-06-1999,,20-09-2018,8,0
648478,47695,62749,80,35,16431,48,4316,25-11-1972,Salaried,31-10-2018,8,1
432856,52503,61446,87.88,67,17831,86,1460,01-01-1990,Self employed,11-08-2018,6,1
426492,46349,68681,69.89,3,23175,120,61,19-10-1988,Self employed,07-08-2018,1,0
465128,58259,70711,84.85,147,17223,86,2790,10-08-1993,Salaried,26-08-2018,2,0
497962,39589,78993,54.44,103,20328,45,6986,01-01-1973,Self employed,10-09-2018,7,0
592667,64281,86000,75.71,2,24342,86,2373,13-09-1993,Self employed,20-10-2018,4,0
547738,51303,77632,68.27,9,14136,49,5493,11-05-1975,Self employed,29-09-2018,3,0
570136,70817,106828,68.33,1,21795,51,6096,28-09-1992,Self employed,11-10-2018,3,0
537654,55513,72042,79.81,34,22637,86,992,05-12-1995,Self employed,26-09-2018,6,0
548286,53303,68880,79.12,5,15642,120,3378,01-01-1984,Self employed,29-09-2018,9,1
588597,58263,68248,87.91,105,20333,45,1244,19-05-1989,Salaried,19-10-2018,6,1
650420,52478,68930,79.79,105,20292,48,1262,03-02-1997,Salaried,31-10-2018,6,0
537447,88320,122000,73.77,248,23851,48,1778,01-06-1979,Salaried,26-09-2018,4,0
463915,48249,87332,55.99,16,16920,48,2975,21-08-1991,Self employed,25-08-2018,14,0
461514,59259,74551,80.48,76,18231,86,4450,01-01-1986,Self employed,24-08-2018,8,0
540530,39010,65304,62.48,152,13890,86,6030,26-08-1987,Self employed,27-09-2018,3,0
533166,48349,69217,72.24,160,24439,51,4,01-01-1961,Salaried,24-09-2018,1,0
517467,86620,126270,70.48,11,23150,48,5959,22-04-2000,,19-09-2018,3,1
507788,45145,68808,66.85,100,18756,120,629,19-03-1993,Self employed,15-09-2018,15,0
498045,36939,48556,79.29,36,22912,51,6620,01-01-1978,Self employed,10-09-2018,13,1
477737,43617,58075,79.9,105,20677,48,1278,18-10-1995,Salaried,30-08-2018,6,0
578643,52303,64300,84.76,3,14078,45,51,01-01-1995,Self employed,15-10-2018,1,1
602392,14140,80100,18.73,1,18080,86,5093,01-01-1987,Salaried,22-10-2018,3,0
553655,62947,80500,79.5,2,23348,120,2377,28-09-1984,Self employed,30-09-2018,4,1
506500,53703,68270,80.56,67,16565,45,1429,18-07-1997,Salaried,14-09-2018,6,0
567590,60213,71000,85.92,2,22850,86,1676,19-08-1985,Self employed,10-10-2018,4,0
547455,38139,76795,52.09,120,21735,45,6947,01-01-1986,Salaried,29-09-2018,12,0
516710,67397,89270,79.53,74,17436,48,2607,01-01-1993,Self employed,19-09-2018,4,1
602171,66669,102630,66.26,2,18451,86,1741,01-06-1980,Salaried,22-10-2018,4,1
537923,51303,84668,61.42,20,14004,86,6225,11-04-1996,Self employed,26-09-2018,5,0
539591,53303,66355,82.89,146,21124,86,3026,16-10-1977,Salaried,26-09-2018,14,1
427378,57705,67000,88.12,2,14770,86,1631,25-10-1993,Self employed,08-08-2018,4,1
512428,57759,65900,88.77,136,23393,45,3716,03-04-1979,Self employed,17-09-2018,8,0
470646,45349,70490,66.68,11,23138,48,6025,15-10-1984,Self employed,28-08-2018,3,0
485857,38559,57120,69.36,13,14241,45,4608,10-09-1979,,31-08-2018,8,0
614006,53003,78832,68.88,36,23609,86,6696,01-01-1989,Salaried,24-10-2018,13,0
503975,54504,69011,84.77,74,22229,45,2586,23-01-1984,Salaried,14-09-2018,4,0
438520,49745,66000,77.27,2,14770,86,1650,07-03-1985,Self employed,14-08-2018,4,0
487010,42894,66000,65.91,2,23192,86,2377,30-06-1988,Salaried,03-09-2018,4,0
526701,71123,80780,89.13,152,13890,86,4962,07-04-1980,Self employed,21-09-2018,3,0
604481,72123,99862,74.1,29,24387,120,6036,20-11-1976,Self employed,23-10-2018,3,0
524950,54613,66702,84.86,19,21435,86,1842,03-07-1983,Salaried,21-09-2018,4,0
423387,59213,96750,63.05,103,23750,51,7261,12-06-1987,Salaried,06-08-2018,7,0
563914,73401,104430,72.49,8,23455,49,5621,04-11-1999,,08-10-2018,3,0
548405,62713,76371,83.15,146,14356,45,3030,01-01-1994,Salaried,29-09-2018,14,0
499042,55240,65976,86.4,20,14004,86,6374,10-03-1981,Self employed,11-09-2018,5,1
612872,59853,109584,58.4,152,20294,86,5188,18-06-1998,,24-10-2018,3,0
632455,49803,104222,48.93,36,22535,49,6752,01-01-1987,Salaried,27-10-2018,13,0
447155,60947,69548,89.15,5,13975,45,3418,10-06-1982,Self employed,18-08-2018,9,0
473147,56949,75249,77.74,138,14761,120,3359,20-06-1995,Self employed,29-08-2018,9,1
494507,51603,60953,87.44,82,17308,45,4827,13-09-1989,Salaried,07-09-2018,19,0
423550,43210,53567,84.01,103,20535,45,6976,18-01-1980,Self employed,06-08-2018,7,0
553182,43394,65730,68.46,103,20576,51,7053,01-01-1990,Self employed,30-09-2018,7,0
480231,54657,85489,67.61,65,16166,48,6819,21-05-1993,Self employed,31-08-2018,13,0
651964,55109,79505,72.32,152,15460,86,5189,01-01-1994,Self employed,31-10-2018,3,0
472493,41794,61630,69.77,67,22727,45,1514,22-09-1987,Salaried,29-08-2018,6,0
441554,64234,89202,75.9,65,23047,48,6841,01-01-1985,Salaried,16-08-2018,13,0
614797,56213,73466,79.22,11,23929,45,5993,01-01-1991,Self employed,24-10-2018,3,0
622370,46000,73833,63.66,16,21980,86,2998,01-01-1992,Salaried,26-10-2018,14,1
500728,55259,64430,88.47,20,14004,86,6161,16-04-1982,Self employed,12-09-2018,5,0
582403,55513,71953,78.52,202,23321,86,727,15-04-1990,Salaried,16-10-2018,18,0
422109,44819,63884,72.01,18,15062,45,2686,18-10-1993,Self employed,04-08-2018,4,1
508275,65882,75637,88.58,2,22123,86,2379,28-07-1981,Salaried,15-09-2018,4,0
602009,51653,74090,74.23,3,15809,51,87,01-01-1992,Self employed,22-10-2018,1,1
600236,56039,69949,83.92,74,22629,120,2607,30-10-1984,Salaried,22-10-2018,4,1
615388,41850,65070,68.85,78,17962,48,2043,01-06-1993,Self employed,24-10-2018,4,0
621130,57013,70311,83.91,152,14144,45,5010,25-08-1980,Self employed,25-10-2018,3,1
560408,64369,95241,68.46,147,17551,86,2783,10-03-1987,Salaried,06-10-2018,2,1
437332,61647,75054,84.87,251,22994,45,6875,31-10-1991,Self employed,14-08-2018,13,1
637131,56213,65930,87.52,73,24199,45,246,30-05-1992,Self employed,29-10-2018,16,0
622154,53078,66037,81.77,77,18528,45,2275,08-11-1968,Self employed,25-10-2018,4,0
572624,73817,103741,72.3,146,15694,86,2940,01-01-1993,Salaried,12-10-2018,17,1
630087,73608,88000,84.99,2,15097,86,2382,05-09-1986,Self employed,27-10-2018,4,0
472696,72317,99800,74.65,152,13512,49,5152,10-10-1985,Self employed,29-08-2018,3,0
448988,57895,76133,79.99,36,22915,86,6571,01-01-1995,Salaried,20-08-2018,13,0
578159,58000,76137,77.49,146,21124,86,2989,10-06-1985,Salaried,15-10-2018,14,0
537360,53303,61935,88.8,160,21773,86,81,23-07-1980,Salaried,26-09-2018,1,0
549882,61213,69567,89.12,136,16428,45,3791,30-08-1979,Self employed,29-09-2018,8,0
435410,91355,113762,83.51,138,14292,48,3329,14-11-1993,Salaried,13-08-2018,9,0
501995,56059,84700,68.48,16,16756,120,2943,01-01-1980,Salaried,12-09-2018,17,0
474896,52171,62198,85,136,14189,86,3692,23-05-1987,Salaried,29-08-2018,8,0
622681,63982,80028,81.35,136,20490,45,3718,26-06-1984,Salaried,26-10-2018,8,0
618796,67169,101233,67.17,48,17906,86,6352,01-01-1971,Self employed,25-10-2018,5,0
438331,44349,99050,46.44,29,23985,49,5343,04-08-1987,Self employed,14-08-2018,3,0
502990,67963,113987,63.17,160,22417,51,86,26-10-1970,Self employed,12-09-2018,1,0
645905,57259,69564,84.81,16,21980,86,2955,01-01-1999,,31-10-2018,14,1
475455,72651,117275,63.87,36,23659,48,6571,19-10-1996,Self employed,30-08-2018,13,0
544123,58447,73842,81.93,251,22994,45,6875,21-04-1983,Self employed,28-09-2018,13,0
514261,48349,106329,47.02,11,24138,51,5952,01-01-1985,Self employed,18-09-2018,3,0
609605,60027,77029,83.09,78,16803,86,2082,12-07-1990,Self employed,24-10-2018,4,1
623428,73799,86070,87.45,13,16587,120,4631,23-06-1977,Salaried,26-10-2018,8,0
493737,46449,69755,68.96,77,18429,86,2345,25-02-1993,Salaried,07-09-2018,4,0
637294,62447,79471,79.9,34,22861,120,996,22-10-1996,Self employed,29-10-2018,6,0
556548,53053,70106,78.45,5,15663,86,3342,01-02-1990,Self employed,03-10-2018,9,0
580935,28429,72878,41.16,3,21305,86,42,09-06-1973,Self employed,15-10-2018,1,0
651396,68093,89500,79.55,43,23905,48,4015,26-03-1989,Salaried,31-10-2018,8,0
534129,52303,77130,70.01,2,23616,51,1611,15-06-1996,Salaried,25-09-2018,4,0
493488,64382,83323,79.21,7,22766,120,5758,07-01-1997,Self employed,06-09-2018,3,1
452151,62562,98033,67.32,36,22278,49,6648,04-12-1992,Self employed,21-08-2018,13,0
479374,30194,67731,48.72,5,23643,86,3313,01-01-1982,Self employed,30-08-2018,9,0
515247,56913,65595,89.18,67,22350,86,1514,29-02-1996,Salaried,18-09-2018,6,0
609517,63829,96299,69.57,74,16686,48,2613,27-03-1978,Salaried,24-10-2018,4,0
433264,46145,57055,83.25,160,14151,45,66,22-10-1992,Self employed,11-08-2018,1,0
579780,57000,69433,83.53,146,15694,86,2944,11-01-1995,Salaried,15-10-2018,14,0
587018,51078,65308,79.62,14,24037,45,826,01-01-1988,Salaried,18-10-2018,15,1
641238,63013,82695,77.15,136,23982,51,3729,16-10-1982,Self employed,30-10-2018,8,0
451993,52279,67351,83.15,5,18130,86,3367,10-03-1987,Self employed,21-08-2018,9,0
594650,54143,77198,72.54,160,22856,51,60,10-06-1975,Salaried,21-10-2018,1,0
611307,65382,82685,81.64,3,17431,86,552,18-05-1984,Self employed,24-10-2018,15,1
582808,51378,67555,78.45,61,15897,45,1377,01-06-1971,Self employed,16-10-2018,6,0
642951,57000,73833,78.56,16,21980,86,3036,01-01-1990,Salaried,30-10-2018,14,1
596439,56259,63665,89.53,160,22786,86,93,10-10-1984,Self employed,21-10-2018,16,0
461607,39554,58075,72.32,105,20292,48,1241,11-05-1990,Salaried,24-08-2018,6,0
508272,63969,77460,84.95,152,13890,86,4968,12-10-1984,Salaried,15-09-2018,3,0
524952,44849,73660,62.45,159,23137,86,7206,01-01-1996,Self employed,21-09-2018,7,0
554133,43539,78060,57.89,29,15449,45,5893,14-10-1995,Self employed,30-09-2018,3,0
618358,54813,63899,88.89,77,17145,45,2292,02-06-1980,Salaried,25-10-2018,4,0
542968,64069,99619,65.75,67,20582,86,1436,24-11-1999,,27-09-2018,6,0
543616,71623,90825,79.82,2,22769,120,2378,20-03-1990,Salaried,28-09-2018,4,0
559506,59947,99110,62.56,120,21514,51,6921,01-01-1994,Self employed,06-10-2018,12,0
510183,63882,75903,86.95,1,22452,45,5115,01-01-1987,Self employed,16-09-2018,3,1
553845,56513,76472,75.84,63,21879,86,7100,01-01-1998,,30-09-2018,10,0
436849,28684,40524,74.77,13,16717,48,4645,23-06-1994,Salaried,13-08-2018,8,0
646894,81258,159129,53.42,2,22998,67,1631,02-02-1995,Self employed,31-10-2018,4,1
600299,57759,73345,79.76,17,13984,86,3270,19-11-1984,Salaried,22-10-2018,17,0
589384,65744,75000,90,135,23550,120,1655,01-06-1968,Self employed,19-10-2018,4,0
543579,52878,68560,79.93,34,23352,120,987,07-09-1991,Self employed,28-09-2018,6,1
569577,64882,78000,84.62,2,14975,86,1711,12-08-1968,Salaried,11-10-2018,4,1
565237,65382,74257,89.55,48,22012,45,6302,20-05-1979,Salaried,09-10-2018,5,0
612551,65536,95367,70.64,36,23118,48,6748,06-01-1994,Self employed,24-10-2018,13,1
536685,49763,68426,75.99,103,23224,45,7250,12-02-1987,Salaried,25-09-2018,7,0
577649,48145,67804,72.27,36,23991,48,6674,01-10-1987,Self employed,14-10-2018,13,1
653381,87623,126627,71.86,104,22960,51,7148,01-01-1979,Self employed,31-10-2018,10,0
465815,59947,69590,89.09,249,22923,86,2238,01-01-1988,Self employed,26-08-2018,4,0
422683,51078,68800,77.03,202,23321,86,727,10-06-1992,Self employed,06-08-2018,18,1
478246,39826,61000,69.51,85,17138,45,1933,01-06-1972,Salaried,30-08-2018,4,0
444594,42894,57063,77.11,3,22930,51,89,01-01-1992,Self employed,17-08-2018,1,1
529361,56159,68050,84.5,67,22775,120,1449,02-04-1996,Salaried,23-09-2018,6,0
453801,60200,92677,70,36,24165,48,6652,01-01-1994,Self employed,21-08-2018,13,0
576677,52703,64782,83.36,3,22732,86,90,01-01-1965,Self employed,14-10-2018,1,0
639518,30484,69221,46.23,20,14004,86,6239,05-12-1962,Self employed,30-10-2018,5,0
583509,60541,72739,85,5,14347,86,3328,01-07-1981,Salaried,16-10-2018,9,1
